College_Name,Course,City,State,University,Average_Fees,Rating,NIRF_Rank,Institute_Type,NBA_Accreditation,NAAC_Accreditation,Website
EGS Pillay Engineering College,COMPUTER SCIENCE AND ENGINEERING,Nagapattinam,Tamil Nadu,"Anna University, Chennai",167500.0,3.02,,Private - Autonomous,Yes,Yes,www.egspec.org
KLN College of Engineering,COMPUTER SCIENCE AND ENGINEERING,Kusavapatti,Tamil Nadu,"Anna University, Chennai",234444.44444444444,0,,Private,Yes,Yes,www.klnce.edu
Kamaraj College of Engineering and Technology,COMPUTER SCIENCE AND ENGINEERING,Vellakulam,Tamil Nadu,"Anna University, Chennai",177500.0,3.03,,Private,Yes,Yes,"www.kamarajeng
 g.edu."
Velalar College of Engineering and Technology,COMPUTER SCIENCE AND ENGINEERING,Erode,Tamil Nadu,"Anna University, Chennai",138461.53846153847,3.11,,"Private -
 Autonomous",Yes,Yes,"www.velalarengg
 .ac.i"
Kumaraguru College of Technology,COMPUTER SCIENCE AND ENGINEERING,Coimbatore,Tamil Nadu,"Anna University, Chennai",203437.50000000003,3.21,151.0,"Private -
 Autonomous",Yes,Yes,www.kct.ac.in
Francis Xavier Engineering College,COMPUTER SCIENCE AND ENGINEERING,Tirunelveli,Tamil Nadu,"Anna University, Chennai",181875.0,0,,Private,Yes,Yes,www.francisxavie r.ac
Mepco Schlenk Engineering College,COMPUTER SCIENCE AND ENGINEERING,Melamattur,Tamil Nadu,"Anna University, Chennai",155000.0,3.14,101.0,Private - Autonomous,Yes,Yes,www.mepcoeng. ac.in
Dr. Mahalingam College of Engineering and Technology,COMPUTER SCIENCE AND ENGINEERING,Coimbatore,Tamil Nadu,"Anna University, Chennai",204090.9090909091,3.53,,Private - Autonomous,Yes,Yes,www.mcet.in
KBR Engineering College,COMPUTER SCIENCE AND ENGINEERING,Bibinagar,Telangana,"Jawaharlal Nehru Technological University, Hyderabad",47250.0,0,151.0,Private,Yes,Yes,www.rmkec.ac.in
Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College,COMPUTER SCIENCE AND ENGINEERING,Chennai,Tamil Nadu,"Anna University, Chennai",217142.8571428572,3.49,,Private,Yes,Yes,"www.veltechmult
 itech"
Easwari Engineering College,COMPUTER SCIENCE AND ENGINEERING,Chennai,Tamil Nadu,"Anna University, Chennai",174428.57142857142,3.1,151.0,Private,Yes,Yes,"www.srmeaswari
 .ac.in"
SRM Valliammai Engineering College,COMPUTER SCIENCE AND ENGINEERING,Kancheepuram,Tamil Nadu,"Anna University, Chennai",239625.0,0,,Private,Yes,Yes,www.valliammai. co.in
PMR Engineering College,COMPUTER SCIENCE AND ENGINEERING,Chennai,Tamil Nadu,"Anna University, Chennai",160000.0,0,,Private,Yes,Yes,www.rmd.ac.in
Coimbatore Institute of Technology,COMPUTER SCIENCE AND ENGINEERING,Coimbatore,Tamil Nadu,"Anna University, Chennai",231028.46153846156,3.09,101.0,"Government
 Autonomous",Yes,Yes,www.cit.edu.in
Panimalar Institute of Technology,COMPUTER SCIENCE AND ENGINEERING,Pidarithangal,Tamil Nadu,"Anna University, Chennai",160000.0,0,,Private,Yes,Yes,www.pit.ac.in
Sri Krishna College of Engineering and Technology,COMPUTER SCIENCE AND ENGINEERING,Coimbatore,Tamil Nadu,"Anna University, Chennai",157647.0588235294,3.42,83.0,"Private -
 Autonomous",Yes,Yes,www.skcet.ac.in
St. Joseph's Institute of Technology,COMPUTER SCIENCE AND ENGINEERING,Chennai,Tamil Nadu,"Anna University, Chennai",160000.0,0,,Private,Yes,Yes,www.stjosephste chnol
Sona College of Technology,COMPUTER SCIENCE AND ENGINEERING,Salem,Tamil Nadu,"Anna University, Chennai",203000.00000000003,3.16,151.0,Private - Autonomous,Yes,Yes,"www.sonatech.ac
 .in"
St. Joseph's College of Engineering,COMPUTER SCIENCE AND ENGINEERING,Chennai,Tamil Nadu,"Anna University, Chennai",163500.0,0,,Private,Yes,Yes,"www.stjosephs.a
 c.in"
Geeta Engineering College,COMPUTER SCIENCE AND ENGINEERING,Naraina,Haryana,"Kurukshetra University, Kurukshetra",160927.27272727274,0,,Private,Yes,Yes,-
Sri Sai Ram Engineering College,COMPUTER SCIENCE AND ENGINEERING,Chennai,Tamil Nadu,"Anna University, Chennai",147777.77777777778,3.37,,Private,Yes,Yes,www.sairam.edu. in
Karpagam College of Engineering,COMPUTER SCIENCE AND ENGINEERING,Coimbatore,Tamil Nadu,"Anna University, Chennai",154727.27272727274,3.32,,"Private -
 Autonomous",Yes,Yes,www.kce.ac.in
Rajalakshmi Institute of Technology,COMPUTER SCIENCE AND ENGINEERING,Thirumazhisai,Tamil Nadu,"Anna University, Chennai",160000.0,0,151.0,Private,Yes,Yes,www.ritchennai.o rg
Sri Venkateswara College of Engineering,COMPUTER SCIENCE AND ENGINEERING,Tirupati,Andhra Pradesh,"Jawaharlal Nehru Technological University, Anantapur",202866.66666666663,0,151.0,Private - Autonomous,Yes,Yes,www.svce.ac.in
KPR Institute of Engineering and Technology,COMPUTER SCIENCE AND ENGINEERING,Coimbatore,Tamil Nadu,"Anna University, Chennai",160000.0,3.08,101.0,Private,Yes,Yes,www.kpriet.ac.in
MS Engineering College,COMPUTER SCIENCE AND ENGINEERING,Bengaluru,Karnataka,"Visvesvaraya Technological University, Belagavi",168692.50000000003,0,,Private,Yes,Yes,www.saec.ac.in
Sri Ramakrishna Engineering College,COMPUTER SCIENCE AND ENGINEERING,Coimbatore,Tamil Nadu,"Anna University, Chennai",164000.0,3.33,151.0,Private - Autonomous,Yes,Yes,www.srec.ac.in
Kongu Engineering College,COMPUTER SCIENCE AND ENGINEERING,Perundurai,Tamil Nadu,"Anna University, Chennai",326307.6923076923,3.13,101.0,Private - Autonomous,Yes,Yes,www.kongu.ac.in
PSNA College of Engineering and Technology,COMPUTER SCIENCE AND ENGINEERING,Dindigul,Tamil Nadu,"Anna University, Chennai",268333.3333333333,3.17,,Private,Yes,Yes,www.psnacet.ed u.in
Bannari Amman Institute of Technology,COMPUTER SCIENCE AND ENGINEERING,Erode,Tamil Nadu,"Anna University, Chennai",295000.0,3.57,,Private - Autonomous,Yes,Yes,www.bitsathy.ac.i n
Panimalar Engineering College,COMPUTER SCIENCE AND ENGINEERING,Chennai,Tamil Nadu,"Anna University, Chennai",198750.00000000003,0,,Private,Yes,Yes,www.panimalar.a c.in
EGS Pillay Engineering College,ELECTRICAL AND ELECTRONICS ENGINEERING,Nagapattinam,Tamil Nadu,"Anna University, Chennai",167500.0,3.02,,Private - Autonomous,Yes,Yes,www.egspec.org
Kalaignar Karunanidhi Institute of Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,Coimbatore,Tamil Nadu,"Anna University, Chennai",133571.42857142858,0,,Private,Yes,Yes,www.kitcbe.com
Rajalakshmi Institute of Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,Thirumazhisai,Tamil Nadu,"Anna University, Chennai",160000.0,0,151.0,Private,Yes,Yes,www.ritchennai.o rg
National Engineering College,ELECTRICAL AND ELECTRONICS ENGINEERING,Thoothukudi,Tamil Nadu,"Anna University, Chennai",214285.7142857143,2.83,151.0,Private - Autonomous,Yes,Yes,www.nec.edu.in
Panimalar Institute of Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,Pidarithangal,Tamil Nadu,"Anna University, Chennai",160000.0,0,,Private,Yes,Yes,www.pit.ac.in
KLN College of Engineering,ELECTRICAL AND ELECTRONICS ENGINEERING,Kusavapatti,Tamil Nadu,"Anna University, Chennai",234444.44444444444,0,,Private,Yes,Yes,www.klnce.edu
Kamaraj College of Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,Vellakulam,Tamil Nadu,"Anna University, Chennai",177500.0,3.03,,Private,Yes,Yes,"www.kamarajeng
 g.edu."
Velalar College of Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,Erode,Tamil Nadu,"Anna University, Chennai",138461.53846153847,3.11,,"Private -
 Autonomous",Yes,Yes,"www.velalarengg
 .ac.i"
Kumaraguru College of Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,Coimbatore,Tamil Nadu,"Anna University, Chennai",203437.50000000003,3.21,151.0,"Private -
 Autonomous",Yes,Yes,www.kct.ac.in
Francis Xavier Engineering College,ELECTRICAL AND ELECTRONICS ENGINEERING,Tirunelveli,Tamil Nadu,"Anna University, Chennai",181875.0,0,,Private,Yes,Yes,www.francisxavie r.ac
Mepco Schlenk Engineering College,ELECTRICAL AND ELECTRONICS ENGINEERING,Melamattur,Tamil Nadu,"Anna University, Chennai",155000.0,3.14,101.0,Private - Autonomous,Yes,Yes,www.mepcoeng. ac.in
Sona College of Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,Salem,Tamil Nadu,"Anna University, Chennai",203000.00000000003,3.16,151.0,Private - Autonomous,Yes,Yes,"www.sonatech.ac
 .in"
Dr. Mahalingam College of Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,Coimbatore,Tamil Nadu,"Anna University, Chennai",204090.9090909091,3.53,,Private - Autonomous,Yes,Yes,www.mcet.in
KBR Engineering College,ELECTRICAL AND ELECTRONICS ENGINEERING,Bibinagar,Telangana,"Jawaharlal Nehru Technological University, Hyderabad",47250.0,0,151.0,Private,Yes,Yes,www.rmkec.ac.in
Kongu Engineering College,ELECTRICAL AND ELECTRONICS ENGINEERING,Perundurai,Tamil Nadu,"Anna University, Chennai",326307.6923076923,3.13,101.0,Private - Autonomous,Yes,Yes,www.kongu.ac.in
Geeta Engineering College,ELECTRICAL AND ELECTRONICS ENGINEERING,Naraina,Haryana,"Kurukshetra University, Kurukshetra",160927.27272727274,0,,Private,Yes,Yes,-
Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College,ELECTRICAL AND ELECTRONICS ENGINEERING,Chennai,Tamil Nadu,"Anna University, Chennai",217142.8571428572,3.49,,Private,Yes,Yes,"www.veltechmult
 itech"
Sri Sivasubramaniya Nadar College of Engineering,ELECTRICAL AND ELECTRONICS ENGINEERING,Kelambakkam,Tamil Nadu,"Anna University, Chennai",198333.3333333333,3.55,46.0,Private,Yes,Yes,www.ssn.edu.in
Sri Sai Ram Engineering College,ELECTRICAL AND ELECTRONICS ENGINEERING,Chennai,Tamil Nadu,"Anna University, Chennai",147777.77777777778,3.37,,Private,Yes,Yes,www.sairam.edu. in
Easwari Engineering College,ELECTRICAL AND ELECTRONICS ENGINEERING,Chennai,Tamil Nadu,"Anna University, Chennai",174428.57142857142,3.1,151.0,Private,Yes,Yes,"www.srmeaswari
 .ac.in"
SRM Valliammai Engineering College,ELECTRICAL AND ELECTRONICS ENGINEERING,Kancheepuram,Tamil Nadu,"Anna University, Chennai",239625.0,0,,Private,Yes,Yes,www.valliammai. co.in
Thiagarajar College of Engineering,ELECTRICAL AND ELECTRONICS ENGINEERING,Madurai,Tamil Nadu,"Anna University, Chennai",130524.73684210528,3.47,101.0,"Government
 Autonomous",Yes,Yes,www.tce.edu
PMR Engineering College,ELECTRICAL AND ELECTRONICS ENGINEERING,Chennai,Tamil Nadu,"Anna University, Chennai",160000.0,0,,Private,Yes,Yes,www.rmd.ac.in
PSNA College of Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,Dindigul,Tamil Nadu,"Anna University, Chennai",268333.3333333333,3.17,,Private,Yes,Yes,www.psnacet.ed u.in
Coimbatore Institute of Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,Coimbatore,Tamil Nadu,"Anna University, Chennai",231028.46153846156,3.09,101.0,"Government
 Autonomous",Yes,Yes,www.cit.edu.in
Sri Venkateswara College of Engineering,ELECTRICAL AND ELECTRONICS ENGINEERING,Tirupati,Andhra Pradesh,"Jawaharlal Nehru Technological University, Anantapur",202866.66666666663,0,151.0,Private - Autonomous,Yes,Yes,www.svce.ac.in
KPR Institute of Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,Coimbatore,Tamil Nadu,"Anna University, Chennai",160000.0,3.08,101.0,Private,Yes,Yes,www.kpriet.ac.in
MS Engineering College,ELECTRICAL AND ELECTRONICS ENGINEERING,Bengaluru,Karnataka,"Visvesvaraya Technological University, Belagavi",168692.50000000003,0,,Private,Yes,Yes,www.saec.ac.in
Sri Ramakrishna Engineering College,ELECTRICAL AND ELECTRONICS ENGINEERING,Coimbatore,Tamil Nadu,"Anna University, Chennai",164000.0,3.33,151.0,Private - Autonomous,Yes,Yes,www.srec.ac.in
Panimalar Engineering College,ELECTRICAL AND ELECTRONICS ENGINEERING,Chennai,Tamil Nadu,"Anna University, Chennai",198750.00000000003,0,,Private,Yes,Yes,www.panimalar.a c.in
Sri Krishna College of Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,Coimbatore,Tamil Nadu,"Anna University, Chennai",157647.0588235294,3.42,83.0,"Private -
 Autonomous",Yes,Yes,www.skcet.ac.in
St. Joseph's Institute of Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,Chennai,Tamil Nadu,"Anna University, Chennai",160000.0,0,,Private,Yes,Yes,www.stjosephste chnol
St. Joseph's College of Engineering,ELECTRICAL AND ELECTRONICS ENGINEERING,Chennai,Tamil Nadu,"Anna University, Chennai",163500.0,0,,Private,Yes,Yes,"www.stjosephs.a
 c.in"
Karpagam College of Engineering,ELECTRICAL AND ELECTRONICS ENGINEERING,Coimbatore,Tamil Nadu,"Anna University, Chennai",154727.27272727274,3.32,,"Private -
 Autonomous",Yes,Yes,www.kce.ac.in
Bannari Amman Institute of Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,Erode,Tamil Nadu,"Anna University, Chennai",295000.0,3.57,,Private - Autonomous,Yes,Yes,www.bitsathy.ac.i n
National Engineering College,ELECTRONICS & COMMUNICATION ENGG,Thoothukudi,Tamil Nadu,"Anna University, Chennai",214285.7142857143,2.83,151.0,Private - Autonomous,Yes,Yes,www.nec.edu.in
EGS Pillay Engineering College,ELECTRONICS & COMMUNICATION ENGG,Nagapattinam,Tamil Nadu,"Anna University, Chennai",167500.0,3.02,,Private - Autonomous,Yes,Yes,www.egspec.org
Kamaraj College of Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,Vellakulam,Tamil Nadu,"Anna University, Chennai",177500.0,3.03,,Private,Yes,Yes,"www.kamarajeng
 g.edu."
Francis Xavier Engineering College,ELECTRONICS & COMMUNICATION ENGG,Tirunelveli,Tamil Nadu,"Anna University, Chennai",181875.0,0,,Private,Yes,Yes,www.francisxavie r.ac
Dr. Mahalingam College of Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,Coimbatore,Tamil Nadu,"Anna University, Chennai",204090.9090909091,3.53,,Private - Autonomous,Yes,Yes,www.mcet.in
Thiagarajar College of Engineering,ELECTRONICS & COMMUNICATION ENGG,Madurai,Tamil Nadu,"Anna University, Chennai",130524.73684210528,3.47,101.0,"Government
 Autonomous",Yes,Yes,www.tce.edu
Coimbatore Institute of Technology,ELECTRONICS & COMMUNICATION ENGG,Coimbatore,Tamil Nadu,"Anna University, Chennai",231028.46153846156,3.09,101.0,"Government
 Autonomous",Yes,Yes,www.cit.edu.in
Panimalar Institute of Technology,ELECTRONICS & COMMUNICATION ENGG,Pidarithangal,Tamil Nadu,"Anna University, Chennai",160000.0,0,,Private,Yes,Yes,www.pit.ac.in
Sri Krishna College of Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,Coimbatore,Tamil Nadu,"Anna University, Chennai",157647.0588235294,3.42,83.0,"Private -
 Autonomous",Yes,Yes,www.skcet.ac.in
Mepco Schlenk Engineering College,ELECTRONICS & COMMUNICATION ENGG,Melamattur,Tamil Nadu,"Anna University, Chennai",155000.0,3.14,101.0,Private - Autonomous,Yes,Yes,www.mepcoeng. ac.in
St. Joseph's College of Engineering,ELECTRONICS & COMMUNICATION ENGG,Chennai,Tamil Nadu,"Anna University, Chennai",163500.0,0,,Private,Yes,Yes,"www.stjosephs.a
 c.in"
KBR Engineering College,ELECTRONICS & COMMUNICATION ENGG,Bibinagar,Telangana,"Jawaharlal Nehru Technological University, Hyderabad",47250.0,0,151.0,Private,Yes,Yes,www.rmkec.ac.in
Sri Sivasubramaniya Nadar College of Engineering,ELECTRONICS & COMMUNICATION ENGG,Kelambakkam,Tamil Nadu,"Anna University, Chennai",198333.3333333333,3.55,46.0,Private,Yes,Yes,www.ssn.edu.in
Karpagam College of Engineering,ELECTRONICS & COMMUNICATION ENGG,Coimbatore,Tamil Nadu,"Anna University, Chennai",154727.27272727274,3.32,,"Private -
 Autonomous",Yes,Yes,www.kce.ac.in
Easwari Engineering College,ELECTRONICS & COMMUNICATION ENGG,Chennai,Tamil Nadu,"Anna University, Chennai",174428.57142857142,3.1,151.0,Private,Yes,Yes,"www.srmeaswari
 .ac.in"
SRM Valliammai Engineering College,ELECTRONICS & COMMUNICATION ENGG,Kancheepuram,Tamil Nadu,"Anna University, Chennai",239625.0,0,,Private,Yes,Yes,www.valliammai. co.in
Rajalakshmi Institute of Technology,ELECTRONICS & COMMUNICATION ENGG,Thirumazhisai,Tamil Nadu,"Anna University, Chennai",160000.0,0,151.0,Private,Yes,Yes,www.ritchennai.o rg
PMR Engineering College,ELECTRONICS & COMMUNICATION ENGG,Chennai,Tamil Nadu,"Anna University, Chennai",160000.0,0,,Private,Yes,Yes,www.rmd.ac.in
Sri Venkateswara College of Engineering,ELECTRONICS & COMMUNICATION ENGG,Tirupati,Andhra Pradesh,"Jawaharlal Nehru Technological University, Anantapur",202866.66666666663,0,151.0,Private - Autonomous,Yes,Yes,www.svce.ac.in
MS Engineering College,ELECTRONICS & COMMUNICATION ENGG,Bengaluru,Karnataka,"Visvesvaraya Technological University, Belagavi",168692.50000000003,0,,Private,Yes,Yes,www.saec.ac.in
Sri Ramakrishna Engineering College,ELECTRONICS & COMMUNICATION ENGG,Coimbatore,Tamil Nadu,"Anna University, Chennai",164000.0,3.33,151.0,Private - Autonomous,Yes,Yes,www.srec.ac.in
Kongu Engineering College,ELECTRONICS & COMMUNICATION ENGG,Perundurai,Tamil Nadu,"Anna University, Chennai",326307.6923076923,3.13,101.0,Private - Autonomous,Yes,Yes,www.kongu.ac.in
Sri Sai Ram Engineering College,ELECTRONICS & COMMUNICATION ENGG,Chennai,Tamil Nadu,"Anna University, Chennai",147777.77777777778,3.37,,Private,Yes,Yes,www.sairam.edu. in
Bannari Amman Institute of Technology,ELECTRONICS & COMMUNICATION ENGG,Erode,Tamil Nadu,"Anna University, Chennai",295000.0,3.57,,Private - Autonomous,Yes,Yes,www.bitsathy.ac.i n
Panimalar Engineering College,ELECTRONICS & COMMUNICATION ENGG,Chennai,Tamil Nadu,"Anna University, Chennai",198750.00000000003,0,,Private,Yes,Yes,www.panimalar.a c.in
PSNA College of Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,Dindigul,Tamil Nadu,"Anna University, Chennai",268333.3333333333,3.17,,Private,Yes,Yes,www.psnacet.ed u.in
Kumaraguru College of Technology,ELECTRONICS & INSTRUMENTATION ENGINEERING,Coimbatore,Tamil Nadu,"Anna University, Chennai",203437.50000000003,3.21,151.0,"Private -
 Autonomous",Yes,Yes,www.kct.ac.in
Easwari Engineering College,ELECTRONICS & INSTRUMENTATION ENGINEERING,Chennai,Tamil Nadu,"Anna University, Chennai",174428.57142857142,3.1,151.0,Private,Yes,Yes,"www.srmeaswari
 .ac.in"
Bannari Amman Institute of Technology,ELECTRONICS & INSTRUMENTATION ENGINEERING,Erode,Tamil Nadu,"Anna University, Chennai",295000.0,3.57,,Private - Autonomous,Yes,Yes,www.bitsathy.ac.i n
KLN College of Engineering,ELECTRONICS AND COMMUNICATIONS ENGINEERING,Kusavapatti,Tamil Nadu,"Anna University, Chennai",234444.44444444444,0,,Private,Yes,Yes,www.klnce.edu
Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College,ELECTRONICS AND COMMUNICATIONS ENGINEERING,Chennai,Tamil Nadu,"Anna University, Chennai",217142.8571428572,3.49,,Private,Yes,Yes,"www.veltechmult
 itech"
Kalaignar Karunanidhi Institute of Technology,ELECTRONICS AND COMMUNICATIONS ENGINEERING,Coimbatore,Tamil Nadu,"Anna University, Chennai",133571.42857142858,0,,Private,Yes,Yes,www.kitcbe.com
Velalar College of Engineering and Technology,ELECTRONICS AND COMMUNICATIONS ENGINEERING,Erode,Tamil Nadu,"Anna University, Chennai",138461.53846153847,3.11,,"Private -
 Autonomous",Yes,Yes,"www.velalarengg
 .ac.i"
Kumaraguru College of Technology,ELECTRONICS AND COMMUNICATIONS ENGINEERING,Coimbatore,Tamil Nadu,"Anna University, Chennai",203437.50000000003,3.21,151.0,"Private -
 Autonomous",Yes,Yes,www.kct.ac.in
St. Joseph's Institute of Technology,ELECTRONICS AND COMMUNICATIONS ENGINEERING,Chennai,Tamil Nadu,"Anna University, Chennai",160000.0,0,,Private,Yes,Yes,www.stjosephste chnol
Sona College of Technology,ELECTRONICS AND COMMUNICATIONS ENGINEERING,Salem,Tamil Nadu,"Anna University, Chennai",203000.00000000003,3.16,151.0,Private - Autonomous,Yes,Yes,"www.sonatech.ac
 .in"
KPR Institute of Engineering and Technology,ELECTRONICS AND COMMUNICATIONS ENGINEERING,Coimbatore,Tamil Nadu,"Anna University, Chennai",160000.0,3.08,101.0,Private,Yes,Yes,www.kpriet.ac.in
Geeta Engineering College,ELECTRONICS AND COMMUNICATIONS ENGINEERING,Naraina,Haryana,"Kurukshetra University, Kurukshetra",160927.27272727274,0,,Private,Yes,Yes,-
National Engineering College,ELECTRONICS AND INSTRUMENTATION ENGINEERING,Thoothukudi,Tamil Nadu,"Anna University, Chennai",214285.7142857143,2.83,151.0,Private - Autonomous,Yes,Yes,www.nec.edu.in
KLN College of Engineering,ELECTRONICS AND INSTRUMENTATION ENGINEERING,Kusavapatti,Tamil Nadu,"Anna University, Chennai",234444.44444444444,0,,Private,Yes,Yes,www.klnce.edu
Kamaraj College of Engineering and Technology,ELECTRONICS AND INSTRUMENTATION ENGINEERING,Vellakulam,Tamil Nadu,"Anna University, Chennai",177500.0,3.03,,Private,Yes,Yes,"www.kamarajeng
 g.edu."
Dr. Mahalingam College of Engineering and Technology,ELECTRONICS AND INSTRUMENTATION ENGINEERING,Coimbatore,Tamil Nadu,"Anna University, Chennai",204090.9090909091,3.53,,Private - Autonomous,Yes,Yes,www.mcet.in
KBR Engineering College,ELECTRONICS AND INSTRUMENTATION ENGINEERING,Bibinagar,Telangana,"Jawaharlal Nehru Technological University, Hyderabad",47250.0,0,151.0,Private,Yes,Yes,www.rmkec.ac.in
Geeta Engineering College,ELECTRONICS AND INSTRUMENTATION ENGINEERING,Naraina,Haryana,"Kurukshetra University, Kurukshetra",160927.27272727274,0,,Private,Yes,Yes,-
PMR Engineering College,ELECTRONICS AND INSTRUMENTATION ENGINEERING,Chennai,Tamil Nadu,"Anna University, Chennai",160000.0,0,,Private,Yes,Yes,www.rmd.ac.in
Sri Ramakrishna Engineering College,ELECTRONICS AND INSTRUMENTATION ENGINEERING,Coimbatore,Tamil Nadu,"Anna University, Chennai",164000.0,3.33,151.0,Private - Autonomous,Yes,Yes,www.srec.ac.in
Kongu Engineering College,ELECTRONICS AND INSTRUMENTATION ENGINEERING,Perundurai,Tamil Nadu,"Anna University, Chennai",326307.6923076923,3.13,101.0,Private - Autonomous,Yes,Yes,www.kongu.ac.in
Sri Sai Ram Engineering College,ELECTRONICS AND INSTRUMENTATION ENGINEERING,Chennai,Tamil Nadu,"Anna University, Chennai",147777.77777777778,3.37,,Private,Yes,Yes,www.sairam.edu. in
Karpagam College of Engineering,ELECTRONICS AND INSTRUMENTATION ENGINEERING,Coimbatore,Tamil Nadu,"Anna University, Chennai",154727.27272727274,3.32,,"Private -
 Autonomous",Yes,Yes,www.kce.ac.in
SRM Valliammai Engineering College,ELECTRONICS AND INSTRUMENTATION ENGINEERING,Kancheepuram,Tamil Nadu,"Anna University, Chennai",239625.0,0,,Private,Yes,Yes,www.valliammai. co.in
Panimalar Engineering College,ELECTRONICS AND INSTRUMENTATION ENGINEERING,Chennai,Tamil Nadu,"Anna University, Chennai",198750.00000000003,0,,Private,Yes,Yes,www.panimalar.a c.in
St. Joseph's College of Engineering,ELECTRONICS AND INSTRUMENTATION ENGINEERING,Chennai,Tamil Nadu,"Anna University, Chennai",163500.0,0,,Private,Yes,Yes,"www.stjosephs.a
 c.in"
Karpagam College of Engineering,ELECTRONICS AND TELECOMMUNICATIONS ENGINEERING,Coimbatore,Tamil Nadu,"Anna University, Chennai",154727.27272727274,3.32,,"Private -
 Autonomous",Yes,Yes,www.kce.ac.in
Kumaraguru College of Technology,FASHION TECHNOLOGY,Coimbatore,Tamil Nadu,"Anna University, Chennai",203437.50000000003,3.21,151.0,"Private -
 Autonomous",Yes,Yes,www.kct.ac.in
KPR Institute of Engineering and Technology,FASHION TECHNOLOGY,Coimbatore,Tamil Nadu,"Anna University, Chennai",160000.0,3.08,101.0,Private,Yes,Yes,www.kpriet.ac.in
Bannari Amman Institute of Technology,FASHION TECHNOLOGY,Erode,Tamil Nadu,"Anna University, Chennai",295000.0,3.57,,Private - Autonomous,Yes,Yes,www.bitsathy.ac.i n
Sona College of Technology,FASHION TECHNOLOGY,Salem,Tamil Nadu,"Anna University, Chennai",203000.00000000003,3.16,151.0,Private - Autonomous,Yes,Yes,"www.sonatech.ac
 .in"
Kongu Engineering College,FOOD TECHNOLOGY,Perundurai,Tamil Nadu,"Anna University, Chennai",326307.6923076923,3.13,101.0,Private - Autonomous,Yes,Yes,www.kongu.ac.in
Bannari Amman Institute of Technology,FOOD TECHNOLOGY,Erode,Tamil Nadu,"Anna University, Chennai",295000.0,3.57,,Private - Autonomous,Yes,Yes,www.bitsathy.ac.i n
Kumaraguru College of Technology,INFORMATION SCIENCE AND ENGINEERING,Coimbatore,Tamil Nadu,"Anna University, Chennai",203437.50000000003,3.21,151.0,"Private -
 Autonomous",Yes,Yes,www.kct.ac.in
National Engineering College,INFORMATION TECHNOLOGY,Thoothukudi,Tamil Nadu,"Anna University, Chennai",214285.7142857143,2.83,151.0,Private - Autonomous,Yes,Yes,www.nec.edu.in
EGS Pillay Engineering College,INFORMATION TECHNOLOGY,Nagapattinam,Tamil Nadu,"Anna University, Chennai",167500.0,3.02,,Private - Autonomous,Yes,Yes,www.egspec.org
Kamaraj College of Engineering and Technology,INFORMATION TECHNOLOGY,Vellakulam,Tamil Nadu,"Anna University, Chennai",177500.0,3.03,,Private,Yes,Yes,"www.kamarajeng
 g.edu."
Kumaraguru College of Technology,INFORMATION TECHNOLOGY,Coimbatore,Tamil Nadu,"Anna University, Chennai",203437.50000000003,3.21,151.0,"Private -
 Autonomous",Yes,Yes,www.kct.ac.in
Francis Xavier Engineering College,INFORMATION TECHNOLOGY,Tirunelveli,Tamil Nadu,"Anna University, Chennai",181875.0,0,,Private,Yes,Yes,www.francisxavie r.ac
Mepco Schlenk Engineering College,INFORMATION TECHNOLOGY,Melamattur,Tamil Nadu,"Anna University, Chennai",155000.0,3.14,101.0,Private - Autonomous,Yes,Yes,www.mepcoeng. ac.in
KBR Engineering College,INFORMATION TECHNOLOGY,Bibinagar,Telangana,"Jawaharlal Nehru Technological University, Hyderabad",47250.0,0,151.0,Private,Yes,Yes,www.rmkec.ac.in
PMR Engineering College,INFORMATION TECHNOLOGY,Chennai,Tamil Nadu,"Anna University, Chennai",160000.0,0,,Private,Yes,Yes,www.rmd.ac.in
Coimbatore Institute of Technology,INFORMATION TECHNOLOGY,Coimbatore,Tamil Nadu,"Anna University, Chennai",231028.46153846156,3.09,101.0,"Government
 Autonomous",Yes,Yes,www.cit.edu.in
