College_Name,Course,City,State,University,Average_Fees,Rating,NIRF_Rank,Institute_Type,NBA_Accreditation,NAAC_Accreditation,Website
Sri Prakash College of Engineering,ELECTRONICS & TELE- COMMUNICATION ENGINEERING,Rajupeta,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",100250.0,0,,Private,Yes,Not Available,www.sveri.ac.in
Thakur College of Engineering and Technology,ELECTRONICS & TELE- COMMUNICATION ENGINEERING,Mumbai,Maharashtra,"University of Mumbai, Mumbai",491666.6666666667,3.17,,Private,Yes,Yes,"www.tcetmumbai
 .in"
Yeshwantrao Chavan College of Engineering,ELECTRONICS & TELE- COMMUNICATION ENGINEERING,Nagpur,Maharashtra,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",443454.5454545455,3.25,151.0,Private,Yes,Not Available,www.ycce.edu
Dr. DY Patil Institute of Engineering and Technology,ELECTRONICS & TELE- COMMUNICATION ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",271142.8571428572,0,,Private,Yes,Yes,"www.engg.dypvp
 .edu.i"
Sinhgad College of Engineering,ELECTRONICS & TELE- COMMUNICATION ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",400476.1904761905,3.25,,Private,Yes,Not Available,"www.sinhgad.ed
 u"
SCTR's Pune Institute of Computer Technology,ELECTRONICS & TELE- COMMUNICATION ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",314666.6666666667,2.71,,Private,Yes,Yes,www.pict.edu
Phaltan Education Society's College of Engineering,ELECTRONICS AND TELECOMMUNICATIONS ENGINEERING,Thakurki,Maharashtra,"Dr Babasaheb Ambedkar Technological University, Lonere",197000.0,0,,Private,Yes,Yes,www.sanjivanico e.org
DKTE Society's Textile and Engineering Institute,ELECTRONICS AND TELECOMMUNICATIONS ENGINEERING,Kolhapur,Maharashtra,"Shivaji University, Kolhapur",281318.1818181818,0,,"Private -
 Autonomous",Yes,Yes,www.dktes.com
Shri Guru Gobind Singhji Institute of Engineering and Technology,ELECTRONICS AND TELECOMMUNICATIONS ENGINEERING,Vishnupuri,Maharashtra,"Swami Ramanand Teerth Marathwada University, Nanded",247000.0,0,,Government Autonomous,Yes,Yes,www.sggs.ac.in
MIT Academy of Engineering,ELECTRONICS AND TELECOMMUNICATIONS ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",500454.5454545455,3.13,,"Private -
 Autonomous",Yes,Yes,"www.maepune.a
 c.in"
Rajarshi Shahu College of Engineering,ELECTRONICS AND TELECOMMUNICATIONS ENGINEERING,Pimpri-Chinchwad,Maharashtra,"Savitribai Phule Pune University, Pune",288882.35294117645,0,151.0,Private,Yes,Yes,www.jspm.edu.in
Vivekanand Education Society's Institute of Technology,ELECTRONICS AND TELECOMMUNICATIONS ENGINEERING,Mumbai,Maharashtra,"University of Mumbai, Mumbai",315500.00000000006,0,,Private,Yes,Yes,www.ves.ac.in/ve sit
Jawahar Education Society's AC Patil College of Engineering,ELECTRONICS AND TELECOMMUNICATIONS ENGINEERING,Navi Mumbai,Maharashtra,"University of Mumbai, Mumbai",252000.0,0,,Private,Yes,Yes,www.piit.ac.in
GH Raisoni College of Engineering,ELECTRONICS AND TELECOMMUNICATIONS ENGINEERING,Nagpur,Maharashtra,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",377869.5652173913,3.51,151.0,Private - Autonomous,Yes,Yes,www.ghrce.raiso ni.ne
Veermata Jijabai Technological Institute,ELECTRONICS ENGINEERING,Mumbai,Maharashtra,"University of Mumbai, Mumbai",177209.41176470587,0,101.0,"Government
 Autonomous",Yes,Yes,www.vjti.ac.in
Fr Conceicao Rodrigues College of Engineering,ELECTRONICS ENGINEERING,Mumbai,Maharashtra,"University of Mumbai, Mumbai",508285.7142857143,0,,Private,Yes,Yes,"www.fragnel.ac.i
 n"
MIT Academy of Engineering,ELECTRONICS ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",500454.5454545455,3.13,,"Private -
 Autonomous",Yes,Yes,"www.maepune.a
 c.in"
Terna Public Charitable Trust's Terna Engineering College,ELECTRONICS ENGINEERING,Navi Mumbai,Maharashtra,"University of Mumbai, Mumbai",320333.3333333333,0,,Private,Yes,Yes,www.terna.org
Walchand College of Engineering,ELECTRONICS ENGINEERING,Sangli,Maharashtra,"Shivaji University, Kolhapur",202910.0,3.25,,"Government
 Autonomous",Yes,Yes,"www.walchandsa
 ngli.a"
Thakur College of Engineering and Technology,ELECTRONICS ENGINEERING,Mumbai,Maharashtra,"University of Mumbai, Mumbai",491666.6666666667,3.17,,Private,Yes,Yes,"www.tcetmumbai
 .in"
GH Raisoni College of Engineering,ELECTRONICS ENGINEERING,Nagpur,Maharashtra,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",377869.5652173913,3.51,151.0,Private - Autonomous,Yes,Yes,www.ghrce.raiso ni.ne
DKTE Society's Textile and Engineering Institute,ELECTRONICS ENGINEERING,Kolhapur,Maharashtra,"Shivaji University, Kolhapur",281318.1818181818,0,,"Private -
 Autonomous",Yes,Yes,www.dktes.com
Vishwakarma Institute of Technology,ELECTRONICS ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",511550.0,3.53,,"Private -
 Autonomous",Yes,Yes,www.vit.edu
Vivekanand Education Society's Institute of Technology,ELECTRONICS ENGINEERING,Mumbai,Maharashtra,"University of Mumbai, Mumbai",315500.00000000006,0,,Private,Yes,Yes,www.ves.ac.in/ve sit
Yeshwantrao Chavan College of Engineering,ELECTRONICS ENGINEERING,Nagpur,Maharashtra,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",443454.5454545455,3.25,151.0,Private,Yes,Not Available,www.ycce.edu
Jawahar Education Society's AC Patil College of Engineering,ELECTRONICS ENGINEERING,Navi Mumbai,Maharashtra,"University of Mumbai, Mumbai",252000.0,0,,Private,Yes,Yes,www.piit.ac.in
DKTE Society's Textile and Engineering Institute,FASHION TECHNOLOGY,Kolhapur,Maharashtra,"Shivaji University, Kolhapur",281318.1818181818,0,,"Private -
 Autonomous",Yes,Yes,www.dktes.com
Institute of Chemical Technology,FIBRES AND TEXTILES PROCESSING TECHNOLOGY,Mumbai,Maharashtra,Not Available,189512.8205128205,3.77,41.0,Government,Yes,Not Available,"www.ictmumbai.
 edu.in"
Institute of Chemical Technology,FOOD ENGINEERING AND TECHNOLOGY,Mumbai,Maharashtra,Not Available,189512.8205128205,3.77,41.0,Government,Yes,Not Available,"www.ictmumbai.
 edu.in"
Vishwakarma Institute of Technology,INDUSTRIAL ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",511550.0,3.53,,"Private -
 Autonomous",Yes,Yes,www.vit.edu
Veermata Jijabai Technological Institute,INFORMATION TECHNOLOGY,Mumbai,Maharashtra,"University of Mumbai, Mumbai",177209.41176470587,0,101.0,"Government
 Autonomous",Yes,Yes,www.vjti.ac.in
Fr Conceicao Rodrigues College of Engineering,INFORMATION TECHNOLOGY,Mumbai,Maharashtra,"University of Mumbai, Mumbai",508285.7142857143,0,,Private,Yes,Yes,"www.fragnel.ac.i
 n"
Phaltan Education Society's College of Engineering,INFORMATION TECHNOLOGY,Thakurki,Maharashtra,"Dr Babasaheb Ambedkar Technological University, Lonere",197000.0,0,,Private,Yes,Yes,www.sanjivanico e.org
Shri Guru Gobind Singhji Institute of Engineering and Technology,INFORMATION TECHNOLOGY,Vishnupuri,Maharashtra,"Swami Ramanand Teerth Marathwada University, Nanded",247000.0,0,,Government Autonomous,Yes,Yes,www.sggs.ac.in
Dr. DY Patil Institute of Engineering and Technology,INFORMATION TECHNOLOGY,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",271142.8571428572,0,,Private,Yes,Yes,"www.engg.dypvp
 .edu.i"
GH Raisoni College of Engineering,INFORMATION TECHNOLOGY,Nagpur,Maharashtra,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",377869.5652173913,3.51,151.0,Private - Autonomous,Yes,Yes,www.ghrce.raiso ni.ne
MIT Academy of Engineering,INFORMATION TECHNOLOGY,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",500454.5454545455,3.13,,"Private -
 Autonomous",Yes,Yes,"www.maepune.a
 c.in"
Maharshi Karve Stree Shikshan Samstha Cummins College of Engineering for Women,INFORMATION TECHNOLOGY,Nagpur,Maharashtra,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",347000.0,0,,"Private -
 Autonomous",Yes,Yes,"www.cumminscol
 lege.o"
Pimpri Chinchwad College of Engineering,INFORMATION TECHNOLOGY,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",359000.0,0,,Private,Yes,Yes,"www.pccoepune.
 com"
Terna Public Charitable Trust's Terna Engineering College,INFORMATION TECHNOLOGY,Navi Mumbai,Maharashtra,"University of Mumbai, Mumbai",320333.3333333333,0,,Private,Yes,Yes,www.terna.org
Walchand College of Engineering,INFORMATION TECHNOLOGY,Sangli,Maharashtra,"Shivaji University, Kolhapur",202910.0,3.25,,"Government
 Autonomous",Yes,Yes,"www.walchandsa
 ngli.a"
Vishwakarma Institute of Technology,INFORMATION TECHNOLOGY,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",511550.0,3.53,,"Private -
 Autonomous",Yes,Yes,www.vit.edu
Vivekanand Education Society's Institute of Technology,INFORMATION TECHNOLOGY,Mumbai,Maharashtra,"University of Mumbai, Mumbai",315500.00000000006,0,,Private,Yes,Yes,www.ves.ac.in/ve sit
Vishwakarma Institute of Information Technology,INFORMATION TECHNOLOGY,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",463461.5384615384,3.14,,"Private -
 Autonomous",Yes,Yes,www.viit.ac.in
Sinhgad College of Engineering,INFORMATION TECHNOLOGY,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",400476.1904761905,3.25,,Private,Yes,Not Available,"www.sinhgad.ed
 u"
Rajarshi Shahu College of Engineering,INFORMATION TECHNOLOGY,Pimpri-Chinchwad,Maharashtra,"Savitribai Phule Pune University, Pune",288882.35294117645,0,151.0,Private,Yes,Yes,www.jspm.edu.in
Thakur College of Engineering and Technology,INFORMATION TECHNOLOGY,Mumbai,Maharashtra,"University of Mumbai, Mumbai",491666.6666666667,3.17,,Private,Yes,Yes,"www.tcetmumbai
 .in"
Yeshwantrao Chavan College of Engineering,INFORMATION TECHNOLOGY,Nagpur,Maharashtra,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",443454.5454545455,3.25,151.0,Private,Yes,Not Available,www.ycce.edu
Jawahar Education Society's AC Patil College of Engineering,INFORMATION TECHNOLOGY,Navi Mumbai,Maharashtra,"University of Mumbai, Mumbai",252000.0,0,,Private,Yes,Yes,www.piit.ac.in
SCTR's Pune Institute of Computer Technology,INFORMATION TECHNOLOGY,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",314666.6666666667,2.71,,Private,Yes,Yes,www.pict.edu
PES College of Engineering,INSTRUMENTATION & CONTROL ENGINEERING,Mandya,Karnataka,"Visvesvaraya Technological University, Belagavi",127875.0,2.99,,Private,No,No,"www.sircrrengg.a
 c.in"
Maharshi Karve Stree Shikshan Samstha Cummins College of Engineering for Women,INSTRUMENTATION AND CONTROL ENGINEERING,Nagpur,Maharashtra,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",347000.0,0,,"Private -
 Autonomous",Yes,Yes,"www.cumminscol
 lege.o"
Vishwakarma Institute of Technology,INSTRUMENTATION AND CONTROL ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",511550.0,3.53,,"Private -
 Autonomous",Yes,Yes,www.vit.edu
Shri Guru Gobind Singhji Institute of Engineering and Technology,INSTRUMENTATION ENGINEERING,Vishnupuri,Maharashtra,"Swami Ramanand Teerth Marathwada University, Nanded",247000.0,0,,Government Autonomous,Yes,Yes,www.sggs.ac.in
Dr. DY Patil Institute of Engineering and Technology,INSTRUMENTATION ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",271142.8571428572,0,,Private,Yes,Yes,"www.engg.dypvp
 .edu.i"
Vivekanand Education Society's Institute of Technology,INSTRUMENTATION ENGINEERING,Mumbai,Maharashtra,"University of Mumbai, Mumbai",315500.00000000006,0,,Private,Yes,Yes,www.ves.ac.in/ve sit
DKTE Society's Textile and Engineering Institute,MAN-MADE TEXTILE TECHNOLOGY,Kolhapur,Maharashtra,"Shivaji University, Kolhapur",281318.1818181818,0,,"Private -
 Autonomous",Yes,Yes,www.dktes.com
Veermata Jijabai Technological Institute,MECHANICAL ENGINEERING,Mumbai,Maharashtra,"University of Mumbai, Mumbai",177209.41176470587,0,101.0,"Government
 Autonomous",Yes,Yes,www.vjti.ac.in
Shri Guru Gobind Singhji Institute of Engineering and Technology,MECHANICAL ENGINEERING,Vishnupuri,Maharashtra,"Swami Ramanand Teerth Marathwada University, Nanded",247000.0,0,,Government Autonomous,Yes,Yes,www.sggs.ac.in
Maharshi Karve Stree Shikshan Samstha Cummins College of Engineering for Women,MECHANICAL ENGINEERING,Nagpur,Maharashtra,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",347000.0,0,,"Private -
 Autonomous",Yes,Yes,"www.cumminscol
 lege.o"
Sardar Patel College of Engineering,MECHANICAL ENGINEERING,Mumbai,Maharashtra,"University of Mumbai, Mumbai",163875.0,0,,"Government
 Autonomous",Yes,Yes,www.spce.ac.in
Walchand College of Engineering,MECHANICAL ENGINEERING,Sangli,Maharashtra,"Shivaji University, Kolhapur",202910.0,3.25,,"Government
 Autonomous",Yes,Yes,"www.walchandsa
 ngli.a"
Phaltan Education Society's College of Engineering,MECHANICAL ENGINEERING,Thakurki,Maharashtra,"Dr Babasaheb Ambedkar Technological University, Lonere",197000.0,0,,Private,Yes,Yes,www.sanjivanico e.org
GH Raisoni College of Engineering,MECHANICAL ENGINEERING,Nagpur,Maharashtra,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",377869.5652173913,3.51,151.0,Private - Autonomous,Yes,Yes,www.ghrce.raiso ni.ne
MIT Academy of Engineering,MECHANICAL ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",500454.5454545455,3.13,,"Private -
 Autonomous",Yes,Yes,"www.maepune.a
 c.in"
DKTE Society's Textile and Engineering Institute,MECHANICAL ENGINEERING,Kolhapur,Maharashtra,"Shivaji University, Kolhapur",281318.1818181818,0,,"Private -
 Autonomous",Yes,Yes,www.dktes.com
PES College of Engineering,MECHANICAL ENGINEERING,Mandya,Karnataka,"Visvesvaraya Technological University, Belagavi",127875.0,2.99,,Private,No,No,"www.sircrrengg.a
 c.in"
Pimpri Chinchwad College of Engineering,MECHANICAL ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",359000.0,0,,Private,Yes,Yes,"www.pccoepune.
 com"
Terna Public Charitable Trust's Terna Engineering College,MECHANICAL ENGINEERING,Navi Mumbai,Maharashtra,"University of Mumbai, Mumbai",320333.3333333333,0,,Private,Yes,Yes,www.terna.org
Sri Prakash College of Engineering,MECHANICAL ENGINEERING,Rajupeta,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",100250.0,0,,Private,Yes,Not Available,www.sveri.ac.in
Thakur College of Engineering and Technology,MECHANICAL ENGINEERING,Mumbai,Maharashtra,"University of Mumbai, Mumbai",491666.6666666667,3.17,,Private,Yes,Yes,"www.tcetmumbai
 .in"
Jawahar Education Society's AC Patil College of Engineering,MECHANICAL ENGINEERING,Navi Mumbai,Maharashtra,"University of Mumbai, Mumbai",252000.0,0,,Private,Yes,Yes,www.piit.ac.in
Dr. DY Patil Institute of Engineering and Technology,MECHANICAL ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",271142.8571428572,0,,Private,Yes,Yes,"www.engg.dypvp
 .edu.i"
Vishwakarma Institute of Information Technology,MECHANICAL ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",463461.5384615384,3.14,,"Private -
 Autonomous",Yes,Yes,www.viit.ac.in
Vishwakarma Institute of Technology,MECHANICAL ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",511550.0,3.53,,"Private -
 Autonomous",Yes,Yes,www.vit.edu
Yeshwantrao Chavan College of Engineering,MECHANICAL ENGINEERING,Nagpur,Maharashtra,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",443454.5454545455,3.25,151.0,Private,Yes,Not Available,www.ycce.edu
Sinhgad College of Engineering,MECHANICAL ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",400476.1904761905,3.25,,Private,Yes,Not Available,"www.sinhgad.ed
 u"
Rajarshi Shahu College of Engineering,MECHANICAL ENGINEERING,Pimpri-Chinchwad,Maharashtra,"Savitribai Phule Pune University, Pune",288882.35294117645,0,151.0,Private,Yes,Yes,www.jspm.edu.in
Terna Public Charitable Trust's Terna Engineering College,MECHATRONICS ENGINEERING,Navi Mumbai,Maharashtra,"University of Mumbai, Mumbai",320333.3333333333,0,,Private,Yes,Yes,www.terna.org
PES College of Engineering,METALLURGICAL ENGINEERING,Mandya,Karnataka,"Visvesvaraya Technological University, Belagavi",127875.0,2.99,,Private,No,No,"www.sircrrengg.a
 c.in"
Institute of Chemical Technology,"OILS, OLEOCHEMICALS AND SURFACTANTS TECHNOLOGY",Mumbai,Maharashtra,Not Available,189512.8205128205,3.77,41.0,Government,Yes,Not Available,"www.ictmumbai.
 edu.in"
Institute of Chemical Technology,PHARMACEUTICALS CHEMISTRY AND TECHNOLOGY,Mumbai,Maharashtra,Not Available,189512.8205128205,3.77,41.0,Government,Yes,Not Available,"www.ictmumbai.
 edu.in"
PES College of Engineering,PLANNING,Mandya,Karnataka,"Visvesvaraya Technological University, Belagavi",127875.0,2.99,,Private,No,No,"www.sircrrengg.a
 c.in"
Institute of Chemical Technology,POLYMER ENGINEERING AND TECHNOLOGY,Mumbai,Maharashtra,Not Available,189512.8205128205,3.77,41.0,Government,Yes,Not Available,"www.ictmumbai.
 edu.in"
Veermata Jijabai Technological Institute,PRODUCTION ENGINEERING,Mumbai,Maharashtra,"University of Mumbai, Mumbai",177209.41176470587,0,101.0,"Government
 Autonomous",Yes,Yes,www.vjti.ac.in
Fr Conceicao Rodrigues College of Engineering,PRODUCTION ENGINEERING,Mumbai,Maharashtra,"University of Mumbai, Mumbai",508285.7142857143,0,,Private,Yes,Yes,"www.fragnel.ac.i
 n"
Shri Guru Gobind Singhji Institute of Engineering and Technology,PRODUCTION ENGINEERING,Vishnupuri,Maharashtra,"Swami Ramanand Teerth Marathwada University, Nanded",247000.0,0,,Government Autonomous,Yes,Yes,www.sggs.ac.in
Sinhgad College of Engineering,PRODUCTION ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",400476.1904761905,3.25,,Private,Yes,Not Available,"www.sinhgad.ed
 u"
Vishwakarma Institute of Technology,PRODUCTION ENGINEERING,Pune,Maharashtra,"Savitribai Phule Pune University, Pune",511550.0,3.53,,"Private -
 Autonomous",Yes,Yes,www.vit.edu
PES College of Engineering,PRODUCTION ENGINEERING (SANDWICH),Mandya,Karnataka,"Visvesvaraya Technological University, Belagavi",127875.0,2.99,,Private,No,No,"www.sircrrengg.a
 c.in"
Institute of Chemical Technology,SURFACE COATING TECHNOLOGY,Mumbai,Maharashtra,Not Available,189512.8205128205,3.77,41.0,Government,Yes,Not Available,"www.ictmumbai.
 edu.in"
DKTE Society's Textile and Engineering Institute,TEXTILE CHEMISTRY,Kolhapur,Maharashtra,"Shivaji University, Kolhapur",281318.1818181818,0,,"Private -
 Autonomous",Yes,Yes,www.dktes.com
DKTE Society's Textile and Engineering Institute,TEXTILE PLANT ENGINEERING,Kolhapur,Maharashtra,"Shivaji University, Kolhapur",281318.1818181818,0,,"Private -
 Autonomous",Yes,Yes,www.dktes.com
Veermata Jijabai Technological Institute,TEXTILE TECHNOLOGY,Mumbai,Maharashtra,"University of Mumbai, Mumbai",177209.41176470587,0,101.0,"Government
 Autonomous",Yes,Yes,www.vjti.ac.in
Shri Guru Gobind Singhji Institute of Engineering and Technology,TEXTILE TECHNOLOGY,Vishnupuri,Maharashtra,"Swami Ramanand Teerth Marathwada University, Nanded",247000.0,0,,Government Autonomous,Yes,Yes,www.sggs.ac.in
DKTE Society's Textile and Engineering Institute,TEXTILE TECHNOLOGY,Kolhapur,Maharashtra,"Shivaji University, Kolhapur",281318.1818181818,0,,"Private -
 Autonomous",Yes,Yes,www.dktes.com
Veer Surendra Sai University of Technology,CHEMICAL ENGINEERING,Burla,Odisha,Not Available,135975.25,2.76,151.0,Government Autonomous,Not Available,Not Available,-
Veer Surendra Sai University of Technology,CIVIL ENGINEERING,Burla,Odisha,Not Available,135975.25,2.76,151.0,Government Autonomous,Not Available,Not Available,-
Veer Surendra Sai University of Technology,COMPUTER SCIENCE & ENGINEERING,Burla,Odisha,Not Available,135975.25,2.76,151.0,Government Autonomous,Not Available,Not Available,-
Veer Surendra Sai University of Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,Burla,Odisha,Not Available,135975.25,2.76,151.0,Government Autonomous,Not Available,Not Available,-
Veer Surendra Sai University of Technology,ELECTRICAL ENGINEERING,Burla,Odisha,Not Available,135975.25,2.76,151.0,Government Autonomous,Not Available,Not Available,-
